ds,y
2016-07-13,16231.43
2016-07-14,16385.89
2016-07-15,16497.85
2016-07-19,16723.31
2016-07-20,16681.89
2016-07-21,16810.22
2016-07-22,16627.25
2016-07-25,16620.29
2016-07-26,16383.04
2016-07-27,16664.82
2016-07-28,16476.84
2016-07-29,16569.27
2016-08-01,16635.77
2016-08-02,16391.45
2016-08-03,16083.11
2016-08-04,16254.89
2016-08-05,16254.45
2016-08-08,16650.57
2016-08-09,16764.97
2016-08-10,16735.12
2016-08-12,16919.92
2016-08-15,16869.56
2016-08-16,16596.51
2016-08-17,16745.64
2016-08-18,16486.01
2016-08-19,16545.82
2016-08-22,16598.19
2016-08-23,16497.36
2016-08-24,16597.3
2016-08-25,16555.95
2016-08-26,16360.71
2016-08-29,16737.49
2016-08-30,16725.36
2016-08-31,16887.4
2016-09-01,16926.84
2016-09-02,16925.68
2016-09-05,17037.63
2016-09-06,17081.98
2016-09-07,17012.44
2016-09-08,16958.77
2016-09-09,16965.76
2016-09-12,16672.92
2016-09-13,16729.04
2016-09-14,16614.24
2016-09-15,16405.01
2016-09-16,16519.29
2016-09-20,16492.15
2016-09-21,16807.62
2016-09-23,16754.02
2016-09-26,16544.56
2016-09-27,16683.93
2016-09-28,16465.4
2016-09-29,16693.71
2016-09-30,16449.84
2016-10-03,16598.67
2016-10-04,16735.65
2016-10-05,16819.24
2016-10-06,16899.1
2016-10-07,16860.09
2016-10-11,17024.76
2016-10-12,16840
2016-10-13,16774.24
2016-10-14,16856.37
2016-10-17,16900.12
2016-10-18,16963.61
2016-10-19,16998.91
2016-10-20,17235.5
2016-10-21,17184.59
2016-10-24,17234.42
2016-10-25,17365.25
2016-10-26,17391.84
2016-10-27,17336.42
2016-10-28,17446.41
2016-10-31,17425.02
2016-11-01,17442.4
2016-11-02,17134.68
2016-11-04,16905.36
2016-11-07,17177.21
2016-11-08,17171.38
2016-11-09,16251.54
2016-11-10,17344.42
2016-11-11,17374.79
2016-11-14,17672.62
2016-11-15,17668.15
2016-11-16,17862.21
2016-11-17,17862.63
2016-11-18,17967.41
2016-11-21,18106.02
2016-11-22,18162.94
2016-11-24,18333.41
2016-11-25,18381.22
2016-11-28,18356.89
2016-11-29,18307.04
2016-11-30,18308.48
2016-12-01,18513.12
2016-12-02,18426.08
2016-12-05,18274.99
2016-12-06,18360.54
2016-12-07,18496.69
2016-12-08,18765.47
2016-12-09,18996.37
2016-12-12,19155.03
2016-12-13,19250.52
2016-12-14,19253.61
2016-12-15,19273.79
2016-12-16,19401.15
2016-12-19,19391.6
2016-12-20,19494.53
2016-12-21,19444.49
2016-12-22,19427.67
2016-12-26,19396.64
2016-12-27,19403.06
2016-12-28,19401.72
2016-12-29,19145.14
2016-12-30,19114.37
2017-01-04,19594.16
2017-01-05,19520.69
2017-01-06,19454.33
2017-01-10,19301.44
2017-01-11,19364.67
2017-01-12,19134.7
2017-01-13,19287.28
2017-01-16,19095.24
2017-01-17,18813.53
2017-01-18,18894.37
2017-01-19,19072.25
2017-01-20,19137.91
2017-01-23,18891.03
2017-01-24,18787.99
2017-01-25,19057.5
2017-01-26,19402.39
2017-01-27,19467.4
2017-01-30,19368.85
2017-01-31,19041.34
2017-02-01,19148.08
2017-02-02,18914.58
2017-02-03,18918.2
2017-02-06,18976.71
2017-02-07,18910.78
2017-02-08,19007.6
2017-02-09,18907.67
2017-02-10,19378.93
2017-02-13,19459.15
2017-02-14,19238.98
2017-02-15,19437.98
2017-02-16,19347.53
2017-02-17,19234.62
2017-02-20,19251.08
2017-02-21,19381.44
2017-02-22,19379.87
2017-02-23,19371.46
2017-02-24,19283.54
2017-02-27,19107.47
2017-02-28,19118.99
2017-03-01,19393.54
2017-03-02,19564.8
2017-03-03,19469.17
2017-03-06,19379.14
2017-03-07,19344.15
2017-03-08,19254.03
2017-03-09,19318.58
2017-03-10,19604.61
2017-03-13,19633.75
2017-03-14,19609.5
2017-03-15,19577.38
2017-03-16,19590.14
2017-03-17,19521.59
2017-03-21,19455.88
2017-03-22,19041.38
2017-03-23,19085.31
2017-03-24,19262.53
2017-03-27,18985.59
2017-03-28,19202.87
2017-03-29,19217.48
2017-03-30,19063.22
2017-03-31,18909.26
2017-04-03,18983.23
2017-04-04,18810.25
2017-04-05,18861.27
2017-04-06,18597.06
2017-04-07,18664.63
2017-04-10,18797.88
2017-04-11,18747.87
2017-04-12,18552.61
2017-04-13,18426.84
2017-04-14,18335.63
2017-04-17,18355.26
2017-04-18,18418.59
2017-04-19,18432.2
2017-04-20,18430.49
2017-04-21,18620.75
2017-04-24,18875.88
2017-04-25,19079.33
2017-04-26,19289.43
2017-04-27,19251.87
2017-04-28,19196.74
2017-05-01,19310.52
2017-05-02,19445.7
2017-05-08,19895.7
2017-05-09,19843
2017-05-10,19900.09
2017-05-11,19961.55
2017-05-12,19883.9
2017-05-15,19869.85
2017-05-16,19919.82
2017-05-17,19814.88
2017-05-18,19553.86
2017-05-19,19590.76
2017-05-22,19678.28
2017-05-23,19613.28
2017-05-24,19742.98
2017-05-25,19813.13
2017-05-26,19686.84
2017-05-29,19682.57
2017-05-30,19677.85
2017-05-31,19650.57
2017-06-01,19860.03
2017-06-02,20177.28
2017-06-05,20170.82
2017-06-06,19979.9
2017-06-07,19984.62
2017-06-08,19909.26
2017-06-09,20013.26
2017-06-12,19908.58
2017-06-13,19898.75
2017-06-14,19883.52
2017-06-15,19831.82
2017-06-16,19943.26
2017-06-19,20067.75
2017-06-20,20230.41
2017-06-21,20138.79
2017-06-22,20110.51
2017-06-23,20132.67
2017-06-26,20153.35
2017-06-27,20225.09
2017-06-28,20130.41
2017-06-29,20220.3
2017-06-30,20033.43
2017-07-03,20055.8
2017-07-04,20032.35
2017-07-05,20081.63
2017-07-06,19994.06
2017-07-07,19929.09
2017-07-10,20080.98
2017-07-11,20195.48
2017-07-12,20098.38
2017-07-13,20099.81
2017-07-14,20118.86
2017-07-18,19999.91
2017-07-19,20020.86
2017-07-20,20144.59
2017-07-21,20099.75
2017-07-24,19975.67
2017-07-25,19955.2
2017-07-26,20050.16
2017-07-27,20079.64
2017-07-28,19959.84
2017-07-31,19925.18
2017-08-01,19985.79
2017-08-02,20080.04
2017-08-03,20029.26
2017-08-04,19952.33
2017-08-07,20055.89
2017-08-08,19996.01
2017-08-09,19738.71
2017-08-10,19729.74
2017-08-14,19537.1
2017-08-15,19753.31
2017-08-16,19729.28
2017-08-17,19702.63
2017-08-18,19470.41
2017-08-21,19393.13
2017-08-22,19383.84
2017-08-23,19434.64
2017-08-24,19353.77
2017-08-25,19452.61
2017-08-28,19449.9
2017-08-29,19362.55
2017-08-30,19506.54
2017-08-31,19646.24
2017-09-01,19691.47
2017-09-04,19508.25
2017-09-05,19385.81
2017-09-06,19357.97
2017-09-07,19396.52
2017-09-08,19274.82
